7.7,1.8,1,1
6.5,1.9,1,1
6.4,2,1,1
6.5,2,1,1
8.99,2.5,2,0
9,2.4,2,0
3,2.8,3,0
2.8,3,3,0
9,0.4,2,0
5.8,1.1,2,0
7.5,2,1,1
7.3,2.2,1,1
6,1.95,1,1
6.5,2,1,1
6.8,1.9,1,1
6.5,1.8,1,1
6.3,2,1,1
4.4,1,2,0
4.3,1.1,2,0
4.1,1,2,0
